ID,Species,Owner,Country.of.Origin,Farm.Name,Company,Altitude,Region,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points
465,Arabica,nestor mendez gomez,Mexico,santa cecilia,cesmach s.c.,1500,chiapas,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10,10,10,7.75,83.17
466,Arabica,saul m. hernandez ramirez,Mexico,tlapacoya,,532,"tlanchinol, hidalgo",Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10,10,10,7.67,83.17
467,Arabica,saul m. hernandez ramirez,Mexico,la loma,,1089,san bartolo tutotepec,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10,10,10,7.67,83.17
468,Arabica,racafe & cia s.c.a,Colombia,,c.i.racafe & cia s.c.a,de 1.600 a 1.950 msnm,huila,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10,10,10,7.25,83.17
469,Arabica,fernando mendoza aparicio,Mexico,el mirador,,700,san isidro,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10,10,10,7.58,83.17
470,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,1750 msnm,huila,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10,10,10,7.5,83.17
471,Arabica,alfredo bojalil,Mexico,finca nueva linda,ecomtrading,1380,la concordia,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10,10,10,7.58,83.17
472,Arabica,nucoffee,Brazil,campo das flores,nucoffee,1000m,south of minas,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10,10,10,7.5,83.17
473,Arabica,nucoffee,Brazil,são francisco da serra,nucoffee,950m,mogiana,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10,10,10,7.67,83.17
474,Arabica,felipe isaza,Guatemala,conquista / morito,coffee resources inc.,4600 ft.,oriente,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,7.5,83.17
475,Arabica,nucoffee,Brazil,fazenda do lobo,nucoffee,1000m,south of minas,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10,10,10,7.58,83.17
476,Arabica,nucoffee,Brazil,olhos d'agua,,900m,south of minas,,7.58,7.75,7.67,7.5,7.67,7.58,10,10,10,7.42,83.17
477,Arabica,the coffee source inc.,El Salvador,several,,1200 mts,santa ana,,7.42,7.83,8.17,08.08,7.17,7.58,10,9.33,10,7.58,83.17
478,Arabica,ethiopia commodity exchange,Ethiopia,tega and tula special coffee farm,,1850 m,limu,,7.75,8,7.67,08.08,7.83,7.92,9.33,9.33,9.33,7.92,83.17
479,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,1799,cundinamarca,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10,10,10,7.5,83.08
480,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,,huila,Washed / Wet,7.75,7.5,7.5,7.42,8,7.75,10,10,10,7.17,83.08
481,Arabica,ipanema coffees,Brazil,capoeirinha,ipanema coffees,905,south of minas,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,7.58,83.08
482,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1,south of minas,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,7.92,83.08
483,Arabica,"lin, che-hao krude 林哲豪",Taiwan,kan tou mountain coffee 崁頭山咖啡館,taiwan coffee laboratory,700-800m,"dongshan dist., tainan city 臺南市東山區",Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10,10,7.75,83.08
484,Arabica,bourbon specialty coffees,Brazil,,bourbon specialty coffees,,chapadão de ferro (cerrado mineiro),Natural / Dry,7.42,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,83.08
485,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1200,south of minas,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10,10,10,7.67,83.08
486,Arabica,eric thormaehlen,Costa Rica,various,coricafe s.a.,1200-1400,central valley,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,7.5,83.08
487,Arabica,eileen koyanagi,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10,10,10,7.58,83.08
488,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,alishan zou zhu yuan 阿里山鄒築園,blossom valley宸嶧國際,1300 m,chiayi alishan 嘉義縣阿里山鄉,Other,7.75,7.75,7.5,7.5,7.5,7.5,10,10,10,7.58,83.08
489,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10,10,10,7.5,83.08
490,Arabica,maria luisa del carmen rojas narvaez,Mexico,santa maria,finca las nubes,1400,santa catarina juquila,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10,10,10,7.5,83.08
491,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.67,7.58,7.5,7.67,7.92,8,9.33,9.33,10,08.08,83.08
492,Arabica,kona pacific farmers cooperative,United States (Hawaii),,cqi,,kona,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10,10,10,7.42,83.08
493,Arabica,racafe & cia s.c.a,Colombia,,,de 1.600 a 1.950 msn,huila,,7.33,7.33,7.33,7.58,7.25,08.08,10,10,10,8.17,83.08
494,Arabica,exportadora de cafe condor s.a,Colombia,,,1880 msnm,cauca,,7.83,7.75,7.33,7.25,7.42,7.92,10,10,10,7.58,83.08
495,Arabica,specialty coffee association of indonesia,Indonesia,lintong nihuta,,1300-1400m,dolok sanggul,,7.67,7.58,7.5,7.58,7.67,7.58,10,10,10,7.5,83.08
496,Arabica,chris finch,Guatemala,,,,,,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10,10,7.75,83.08
497,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,ipanema coffees,890,south of minas,Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,7.5,83
498,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,ipanema coffees,894,south of minas,Natural / Dry,7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,7.58,83
499,Arabica,ipanema coffees,Brazil,capoeirinha,ipanema coffees,872,south of minas,Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,7.58,83
500,Arabica,ucfa,Uganda,isule farmers group,ucfa,1473,"kasese, mt. rwenzori",Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,7.58,83
501,Arabica,ucfa,Uganda,ibanda farmers group,ucfa,1645,"kasese, mt. rwenzori",Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,7.67,83
502,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,442,huila,,7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,7.58,83
503,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,"sunvirtue co., ltd.",1550,vietnam cau dat,Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10,10,8,83
504,Arabica,juan luis alvarado romero,Guatemala,el chile,mercon guatemala s.a.,1300 a 1800 metros sobre el nivel del mar,nuevo oriente,Washed / Wet,7.67,7.75,7.33,7.92,7.42,7.5,10,10,10,7.42,83
505,Arabica,juan luis alvarado romero,Guatemala,nueva granada,"agricola nueva granada, s.a.",4500 pies,"el tumbador, san marcos",Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58,83
506,Arabica,juan luis alvarado romero,Guatemala,finca medina,"siembras vision, s.a.",1500msnm,antigua,Washed / Wet,7.83,7.67,7.25,7.67,7.75,7.5,10,10,10,7.33,83
507,Arabica,irene alves santos,Brazil,fazenda santo antonio,atlantica eportacao e importcao ltda,900-1100,high mogiana,Natural / Dry,7.67,7.67,7.67,7.5,7.42,7.5,10,10,10,7.58,83
508,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,雅慕伊,宸嶧國際,1200,嘉義阿里山,Washed / Wet,7.92,7.92,7.83,7.58,7.33,7.25,10,10,10,7.17,83
509,Arabica,star cafe ltd,Uganda,kabeywa county,star cafe ltd,1800,kapchorwa,Washed / Wet,7.83,7.58,7.5,7.5,7.58,7.5,10,10,10,7.5,83
510,Arabica,german negron,United States (Puerto Rico),hacienda caracolillo,"hacienda alto grande, llc.",2800 ft,yauco region,Washed / Wet,7.67,7.5,7.67,7.83,7.75,7.83,10,10,9.33,7.42,83
511,Arabica,juan luis alvarado romero,Guatemala,grupo medina (pequeños productores),"siembras vision, s.a.",1500 msnm,antigua,Washed / Wet,7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,7.42,83
512,Arabica,eric thormaehlen,Costa Rica,several,coricafe s.a.,1100-1300,central valley,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7.67,83
513,Arabica,jacques pereira carneiro,Brazil,sertao farm,exportadora de cafés carmo de minas ltda,1250,sul de minas,Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,7.5,83
514,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,1600 - 1950 msnm,huila,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10,10,10,8.25,83
515,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,1750 msnm,huila,Washed / Wet,7.83,7.5,7.58,7.33,7.5,7.67,10,10,10,7.58,83
516,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,1000 msnm,pitalito,Natural / Dry,7.33,7.67,7.75,7.42,7.75,7.58,10,10,10,7.5,83
517,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,1000 msnm,pitalito,Natural / Dry,7.58,7.75,7.42,7.67,7.58,7.42,10,10,10,7.58,83
518,Arabica,racafe & cia s.c.a,Colombia,,c.i.racafe & cia s.c.a,de 1600 a 1950 msnm,huila,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,7.67,83
519,Arabica,rosa aurora falcon fernandez,Mexico,vegas,,750,coatepec,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,7.58,83
520,Arabica,santiago solis ayerdi,Mexico,finca la estancia,finca la estancia,1200,atoyac de alvarez,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,7.83,83
521,Arabica,alfredo bojalil,Mexico,las lomas,ecomtrading,1200,coatepec,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,7.67,83
522,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,,,Natural / Dry,7.67,7.58,7.5,7.5,7.75,7.5,10,10,10,7.5,83
523,Arabica,exportadora de cafe condor s.a,Colombia,various,exportadora de cafe condor s.a,1500-1750 msnm,huila,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,7.58,83
524,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,1750 msnm,huila,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.42,10,10,10,7.5,83
525,Arabica,juan luis alvarado romero,Guatemala,la igualdad,"nuevos mercados, s.a.",4500,"la reforma, san marcos",Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33,83
526,Arabica,racafe & cia s.c.a,Colombia,,c.i.racafe & cia s.c.a,1600 - 1950 msnm,la plata,Washed / Wet,7.67,7.67,7.58,7.5,7.67,7.42,10,10,10,7.5,83
527,Arabica,doi tung development project,Thailand,doi tung development project,,,,,7.33,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,83
528,Arabica,racafe & cia s.c.a,Colombia,,,1050 - 1850 msnm,cauca,,7.33,7.67,7.58,7.33,7.58,7.92,10,10,10,7.58,83
529,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,,,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,08.08,83
530,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,,,7.5,7.58,7.42,7.58,7.58,7.67,10,10,10,7.67,83
531,Arabica,exportadora de cafe condor s.a,Colombia,,,1800 msnm,huila,,7.5,7.58,7.67,7.67,7.58,7.58,10,10,10,7.42,83
532,Arabica,grounds for health admin,Nicaragua,santa rosa,,,matagalpa,,7.58,7.83,7.75,7.92,7.92,08.08,9.33,9.33,9.33,7.92,83
533,Arabica,doi tung development project,Thailand,doi tung development project,,,,,7.5,7.25,7.42,7.75,8.17,7.5,10,10,10,7.42,83
534,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,ipanema coffees,890,south of minas,Natural / Dry,7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,7.5,82.92
535,Arabica,consejo salvadoreño del café,El Salvador,santa josefita,soc. coop. cuzcachapa de r.l.,1350,apaneca,Washed / Wet,7.5,7.5,7.75,7.58,7.92,7.83,10,10,9.33,7.5,82.92
536,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,1500,guayata,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,7.58,82.92
537,Arabica,"lin, che-hao krude 林哲豪",Taiwan,shi fang yuan 十方源,taiwan coffee laboratory,350,"dongshan dist., tainan city 臺南市東山區",Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10,10,10,7.75,82.92
538,Arabica,cqi taiwan icp cqi台灣合作夥伴,Ethiopia,-,belayneh kindie,2000,"blida,kercha,guji,oromia",Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,7.58,82.92
539,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,佐佑品咖啡莊園,宸嶧國際,775,台東太麻里,Natural / Dry,7.5,7.58,7.67,7.33,7.5,7.75,10,10,10,7.58,82.92
540,Arabica,renee a. perrine,Philippines,kalugmanan agri development corp.,hineleban foundation,1200 masl,"bukidnon, mindanao, philppines",Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,10,10,10,7.5,82.92
541,Arabica,zarah zamora perez,Philippines,"several, bukidnon, mindanao, philippines",ephemera traders,1600 + meters above sea level,asia pacific,Washed / Wet,08.08,7.5,7.67,7.42,7.33,7.5,10,10,10,7.42,82.92
542,Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,pinzoneno,productos y servicios chilindron s.a. de c.v.,1059,cuarenteño,Natural / Dry,7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,7.58,82.92
543,Arabica,andrew bowman,Mexico,fiech (mixed producers),"tony's coffee and teas, inc.",1300 meters,chiapas,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42,82.92
544,Arabica,expocaccer coop dos cafeic do cerrado ltda,Brazil,fazenda pantano,expocaccer,11000 metros,cerrado,Semi-washed / Semi-pulped,07.08,7.5,7.5,7.83,7.75,7.67,10,10,10,7.58,82.92
545,Arabica,kawacom uganda ltd,Uganda,sipi organic coffee project,kawacom uganda ltd,1400-1900,eastern,Washed / Wet,8,7.5,7.5,7.58,7.33,7.42,10,10,10,7.58,82.92
546,Arabica,nyapea coffee farmers association,Uganda,nyapea coffee farmers,nyapea coffee farmers association,1400,west nile,Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,10,10,10,7.5,82.92
547,Arabica,juan luis alvarado romero,Guatemala,finca medina,"siembras vision, s.a.",1500 msnm,antigua,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,7.5,82.92
548,Arabica,juan luis alvarado romero,Guatemala,finca medina,"siembras vision, s.a.",1500 msnm,antigua,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,10,10,10,7.67,82.92
549,Arabica,rob tuttle,Guatemala,,thrive farmers,,,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10,10,10,7.75,82.92
550,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,1800 - 2000,huila,Washed / Wet,7.58,7.5,7.75,7.33,7.58,7.58,10,10,10,7.58,82.92
551,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,1750 msnm,huila,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10,10,10,7.67,82.92
552,Arabica,juan luis alvarado romero,Guatemala,finca los cerros y anexos,exportcafe,5440-5760 metros,huehuetenango,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10,10,10,7.5,82.92
553,Arabica,olam agro colombia,Colombia,,olam international ltd,1450,antioquia,Washed / Wet,7.83,7.67,7.42,7.42,7.5,7.58,10,10,10,7.5,82.92
554,Arabica,maria guadalupe gomez anzo,Mexico,el regalito,,1248,petatlan,Natural / Dry,7.58,7.58,7.33,7.25,7.58,7.75,10,10,10,7.83,82.92
555,Arabica,royal base corporation,Vietnam,"apollo co., ltd.",royal base corporation,1040m,don duong,Natural / Dry,7.67,7.33,7.17,7.58,08.08,7.42,10,10,10,7.67,82.92
556,Arabica,veronica lopez castillejos,Mexico,el jabali,union de ejidos san fernando de ri,1400 m,la cumbre,Washed / Wet,8,7.92,7.67,7.17,7.67,7.42,9.33,10,10,7.75,82.92
557,Arabica,kona pacific farmers cooperative,United States (Hawaii),,cqi,,kona,Washed / Wet,7.5,7.5,7.5,7.42,7.67,7.83,10,10,10,7.5,82.92
558,Arabica,racafe & cia s.c.a,Colombia,,,1050 - 1850 msnm,cauca,,7.5,7.75,7.33,7.75,07.08,7.83,10,10,10,7.67,82.92
559,Arabica,doi tung development project,Thailand,doi tung development project,,,,,7.42,7.58,7.5,7.17,7.5,8,10,10,10,7.75,82.92
560,Arabica,jungle estate,Kenya,jungle estate,keremara limited,1754,nyeri,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10,10,10,7.5,82.83
561,Arabica,juan luis alvarado romero,Guatemala,piamonte,"unex guatemala, s.a.",1700,san marcos,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10,10,10,7.58,82.83
562,Arabica,ipanema coffees,Brazil,capoeirinha,ipanema coffees,905,south of minas,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10,10,10,7.58,82.83
563,Arabica,consejo salvadoreño del café,El Salvador,el barbaro,consejo salvadoreño del café,1250,"el balsamo, quezaltepec",Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10,10,10,7.33,82.83
564,Arabica,samuel muhirwa,Rwanda,gicumbi,bufcoffee ltd,1900,gicumbi,Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8,82.83
565,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,"sunvirtue co., ltd.",1040,vietnam tutra,Other,7.25,7.58,7.5,7.42,7.75,7.42,10,10,10,7.92,82.83
566,Arabica,juan luis alvarado romero,Guatemala,el papaturro,"unex guatemala, s.a.",4000psn,oriente,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,7.5,82.83
567,Arabica,cafebras,Brazil,santa fé 2,cafebras comercio de cafés do brasil sa,900,cerrado,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10,10,10,7.67,82.83
568,Arabica,essencecoffee,Colombia,,essence coffee,1200-2000m,huila,Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,10,10,10,07.08,82.83
569,Arabica,joshua marsceau,United States,"kampung keling, jumaraj, gurusinga, gongsol",olam specialty coffee,1200 m,berastagi,Other,7.42,7.58,7.25,7.5,7.75,7.75,10,10,10,7.58,82.83
570,Arabica,juan luis alvarado romero,Guatemala,finca medina,"siembras vision, s.a.",1500 msnm,antigua,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10,10,10,7.5,82.83
571,Arabica,"coffeebythebag.com , inc",Colombia,,"coffeebythebag.com , inc.",1800 mts,santander,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10,10,10,7.67,82.83
572,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10,10,10,7.58,82.83
573,Arabica,edwin agasso,"Tanzania, United Republic Of",burka coffee estate,tcb,1400 meter above sea level,arusha,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10,10,10,7.75,82.83
574,Arabica,armando luis pohlenz martinez,Mexico,,beneficio custepec s.a. de c.v.,1550,la concordia,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,10,10,10,7.5,82.83
575,Arabica,alfredo bojalil,Mexico,santa rosa,ecomtrading,1250,veracruz,Washed / Wet,7.67,7.58,7.42,7.75,7.42,7.42,10,10,10,7.58,82.83
576,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,"unex guatemala, s.a.",4300,oriente,Washed / Wet,7.67,7.67,7.33,7.5,7.33,7.92,10,10,10,7.42,82.83
577,Arabica,alfredo bojalil,Mexico,finca nueva linda,ecomtrading,1380,la concordia,Washed / Wet,7.58,7.58,7.5,7.42,7.67,7.58,10,10,10,7.5,82.83
578,Arabica,the coffee source inc.,El Salvador,several farms,,1200 mts,santa ana,,7.75,7.58,7.75,7.75,7.25,7.5,10,10,10,7.25,82.83
579,Arabica,juan luis alvarado romero,Guatemala,providencia,inmobiliaria e inversiones dos mil s.a.,1100,santa rosa,Washed / Wet,7.5,7.58,7.42,7.67,7.58,7.5,10,10,10,7.5,82.75
580,Arabica,juan luis alvarado romero,Guatemala,linda vista,mercon guatemala s.a.,1800,santa rosa,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.42,10,10,10,7.5,82.75
581,Arabica,juan luis alvarado romero,Guatemala,las merceditas,"unex guatemala, s.a.",1700,san marcos,Washed / Wet,7.5,7.67,7.17,7.67,7.67,7.58,10,10,10,7.5,82.75
582,Arabica,juan luis alvarado romero,Guatemala,las delicias,"unex guatemala, s.a.",4000,santa rosa,Washed / Wet,7.5,7.5,7.42,7.58,7.67,7.5,10,10,10,7.58,82.75
583,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,"unex guatemala, s.a.",4000,oriente,Washed / Wet,7.42,7.58,7.42,7.67,7.5,7.5,10,10,10,7.67,82.75
584,Arabica,sanjava coffee,Indonesia,various,pt. shriya artha nusantara,1500,sapan toraja,Other,7.5,7.58,7.42,7.58,7.58,7.5,10,10,10,7.58,82.75
585,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,"unex guatemala, s.a.",518,el progreso,Washed / Wet,7.58,7.58,7.33,7.58,7.33,7.67,10,10,10,7.67,82.75
586,Arabica,"lin, che-hao krude 林哲豪",Taiwan,大鋤花間 (hoe vs. flower coffee farm),taiwan coffee laboratory,650,"台南市東山區( dongshan dist., tainan city)",Natural / Dry,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10,10,7.67,82.75
587,Arabica,consejo salvadoreño del café,El Salvador,la montaña,soc. coop. de caf. de ciudad barrios de r.l.,1250,cacahuatique,Washed / Wet,7.67,7.67,7.17,7.33,7.58,7.67,10,10,10,7.67,82.75
588,Arabica,"ceca, s.a.",Costa Rica,gamboa,"ceca,s.a.",1850,tarrazu,Washed / Wet,7.58,7.5,7.42,7.67,7.42,7.5,10,10,10,7.67,82.75
589,Arabica,bismarck castro,Honduras,los hicaques,cigrah s.a de c.v,1400,comayagua,Natural / Dry,7.58,7.5,7.42,7.58,7.5,7.5,10,10,10,7.67,82.75
590,Arabica,ipanema coffees,Brazil,capoeirinha,ipanema coffees,905,south of minas,Pulped natural / honey,7.5,7.5,7.58,7.5,7.58,7.58,10,10,10,7.5,82.75
591,Arabica,yunnan coffee exchange,China,man ganna estate,yunnan coffee exchange,1100,yunnan,Natural / Dry,7.67,7.5,7.33,7.33,7.67,7.67,10,10,10,7.58,82.75
592,Arabica,yunnan coffee exchange,China,pu'er lingdu yunlin coffee co.ltd,yunnan coffee exchange,1500,menglian,Washed / Wet,7.5,7.67,7.42,7.67,7.5,7.5,10,10,10,7.5,82.75
593,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,Washed / Wet,7.5,7.58,7.58,7.75,7.33,7.5,10,10,10,7.5,82.75
594,Arabica,afca,Malawi,msese,mzuzu coffee planters coop union,1442 m,mzuzu,Washed / Wet,7.75,7.58,7.42,7.5,7.33,7.5,10,10,10,7.67,82.75
595,Arabica,juan luis alvarado romero,Guatemala,el morito,"armajaro guatemala, s. a.",5000 ft.,jalapa,Washed / Wet,7.75,7.42,7.25,7.75,7.5,7.67,10,10,10,7.42,82.75
596,Arabica,coffee export,Colombia,,coffee export,1.65,huila,Washed / Wet,7.67,7.42,7.42,7.58,7.33,7.67,10,10,10,7.67,82.75
597,Arabica,eileen koyanagi,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.67,7.58,7.42,7.83,7.33,7.5,10,10,10,7.42,82.75
598,Arabica,eileen koyanagi,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.58,7.83,7.75,7.75,7.42,8,9.33,9.33,10,7.75,82.75
599,Arabica,the coffee source inc.,Colombia,several,the coffee source inc.,1300,antioquia,Washed / Wet,7.58,7.33,7.17,7.33,7.25,8.58,10,10,10,7.5,82.75
600,Arabica,nestor mendez gomez,Mexico,san lorenzo,cesmach s.c.,1550,chiapas,Washed / Wet,7.58,7.58,7.5,7.5,7.5,7.5,10,10,10,7.58,82.75
601,Arabica,sergio de la vequia bernardi,Mexico,tlamatoca,,1200,veracruz,Washed / Wet,7.58,7.58,7.33,7.75,7.25,7.58,10,10,10,7.67,82.75
602,Arabica,romulo bello flores,Mexico,,cafe shunuc,1200,atoyac de alvarez,Natural / Dry,08.08,8.17,8,8,7.83,7.92,6.67,10,10,08.08,82.75
603,Arabica,,Colombia,supply chain ecom cca s.a.,ecom cca s.a.,1400 thru 1850,south huila,Washed / Wet,7.5,7.58,7.42,7.67,7.5,7.58,10,10,10,7.5,82.75
604,Arabica,racafe & cia s.c.a,Colombia,,c.i.racafe & cia s.c.a,de 1.600 a 1.950 msnm,huila,Washed / Wet,7.67,7.58,7.58,7.58,7.5,7.42,10,10,10,7.42,82.75
605,Arabica,kona pacific farmers cooperative,United States (Hawaii),,cqi,,kona,Washed / Wet,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10,10,7.75,82.75
606,Arabica,rachel peterson,Panama,hacienda la esmeralda,hacienda la esmeralda,1100,boquete,Washed / Wet,7.42,7.42,7.5,7.58,7.5,7.75,10,10,10,7.58,82.75
607,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,kona,,7.75,7.67,7.5,7.83,7.17,7.42,10,10,10,7.42,82.75
608,Arabica,ipanema coffees,Brazil,capoeirinha,ipanema coffees,890,south of minas,Natural / Dry,7.5,7.58,7.25,7.75,7.58,7.5,10,10,10,7.5,82.67
